VNET	NET	STA	SITE DESCRIPTION	LAT	LON	ELEV	START	END	STATUS	INSTALL	CERT
_US-TA	BK	WENL	Wente Vineyards, Livermore, CA, USA	37.62	-121.76	138.9	2004/04/30	2007/11/19	Ended		
_US-TA	BK	YBH	Yreka Blue Horn Mine, Yreka, CA, USA	41.73	-122.71	1059.7	2004/04/30	2007/11/19	Ended		
_US-TA	CI	ADO	Adelanto Receiving	34.55	-117.43	908.0	2004/03/31	2004/06/23	Ended		
_US-TA	CI	ARV	Arvin	35.13	-118.83	258.0	2004/07/19	2018/08/15	Ended		
_US-TA	CI	BBR	Big Bear Solar Observatory	34.26	-116.92	2069.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	BC3	Big Chuckawalla Mtns	33.66	-115.45	1137.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	BCC	Bear Creek Country Club	33.58	-117.26	391.0	2004/06/23	2005/08/02	Ended		
_US-TA	CI	BEL	Belle Mountain Joshua Tree	34.00	-116.00	1388.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	BFS	Mt. Baldy Ranger Station	34.24	-117.66	1312.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	CIA	Catalina Island Airport	33.40	-118.42	477.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	CWC	Cottonwood Creek	36.44	-118.08	1569.5	2004/03/31	2018/08/15	Ended		
_US-TA	CI	DAN	Danby	34.64	-115.38	428.0	2004/03/31	2006/04/04	Ended		
_US-TA	CI	DEC	Green Verdugo Site	34.25	-118.33	519.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	DNR	Dunn Ranch	33.57	-116.63	1274.0	2004/03/31	2004/04/21	Ended		
_US-TA	CI	DVT	Desert View Tower	32.66	-116.10	881.0	2004/03/31	2010/01/13	Ended	2010/01/12	
_US-TA	CI	EDW	Edwards Air Force Base	34.88	-117.99	789.0	2004/03/31	2004/06/23	Ended		
_US-TA	CI	EDW2	Edwards 2	34.88	-117.99	772.0	2004/06/14	2018/08/15	Ended		
_US-TA	CI	FMP	Fort Macarthur Park	33.71	-118.29	89.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	FUR	Furnace Creek	36.47	-116.86	-37.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	GLA	Glamis	33.05	-114.83	610.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	GMR	Granite Mountains Research Center	34.78	-115.66	1326.0	2006/05/03	2018/08/15	Ended		
_US-TA	CI	GOR	Green Oak Ranch	33.15	-117.23	138.0	2004/03/31	2004/04/22	Ended		
_US-TA	CI	GRA	Grapevine Ranger Station	37.00	-117.37	689.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	GSC	Goldstone	35.30	-116.81	1000.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	HEC	Hector	34.83	-116.33	920.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	IBP	Imperial Boulder Park	32.66	-116.09	879.0	2010/04/12	2011/04/13	Ended	2010/04/05	
_US-TA	CI	IKP	In-Ko-Pah	32.65	-116.11	906.0	2011/05/06	2018/08/15	Ended		
_US-TA	CI	IRM	Iron Mountain	34.16	-115.15	567.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	ISA	Isabella	35.66	-118.47	873.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	LGU	Laguna Peak	34.11	-119.07	416.0	2004/03/31	2014/04/16	Ended		
_US-TA	CI	LRL	Laurel Mtn	35.48	-117.68	1340.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	MLAC	Mammoth	37.63	-118.84	2162.0	2005/10/14	2018/08/15	Ended		
_US-TA	CI	MPI	Mount Pinos	34.81	-119.15	2673.0	2004/03/31	2004/04/22	Ended		
_US-TA	CI	MPM	Manuel Prospect Mine	36.06	-117.49	1839.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	MPP	Mcpherson Peak	34.89	-119.81	1739.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	MUR	Murrieta	33.60	-117.20	562.0	2005/10/12	2018/08/15	Ended	2005/08/01	
_US-TA	CI	NEE	Needles	34.82	-114.60	170.0	2004/03/31	2006/07/27	Ended		
_US-TA	CI	NEE2	Needles Airport	34.77	-114.62	271.0	2006/08/01	2018/08/15	Ended	2006/07/26	
_US-TA	CI	OSI	Osito Audit: Castaic Lake	34.61	-118.72	718.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	PDM	Parker	34.30	-114.14	144.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	RCT	Rector	36.31	-119.24	107.0	2004/03/31	2012/05/10	Ended		
_US-TA	CI	RRX	Barstow Service Center	34.88	-117.00	676.2	2004/03/31	2018/08/15	Ended		
_US-TA	CI	SBC	Santa Barbara	34.44	-119.71	94.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	SCI2	San Clemente Island 2	32.98	-118.55	199.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	SCZ2	Santa Cruz Island 2	34.00	-119.64	440.0	2004/06/24	2018/08/15	Ended		
_US-TA	CI	SDP	Sudden Peak	34.57	-120.50	631.0	2004/03/31	2006/08/15	Ended		
_US-TA	CI	SDR	San Diego Road Dept	32.74	-116.94	113.0	2004/03/31	2004/04/22	Ended		
_US-TA	CI	SHO	Shoshone	35.90	-116.28	451.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	SMM	Simmler	35.31	-120.00	599.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	SNCC	San Nicolas Island	33.25	-119.52	275.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	SWS	Sam W. Stewart	32.95	-115.80	140.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	TIN	Tinemaha	37.05	-118.23	1197.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	TUQ	Turquoise Mountain	35.44	-115.92	1350.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	VES	Vestal	35.84	-119.08	154.0	2004/03/31	2018/08/15	Ended		
_US-TA	CI	VOG	Valley Oaks Golf Course	36.32	-119.38	90.0	2013/01/17	2018/08/15	Ended		2013/01/22
_US-TA	CI	WER	Wheeler Ridge	35.06	-119.03	130.0	2004/03/31	2004/07/09	Ended		
_US-TA	CN	BRWY	Burwash Landing, YT, CA	61.37	-139.03	802.5	2019/09/30	2021/04/30	Ended	2018/07/11	2019/09/29
_US-TA	CN	BVCY	Beaver Creek, YT, CA	62.41	-140.86	708.0	2015/09/01	2021/04/30	Ended		2015/08/31
_US-TA	CN	DAWY	Dawson, YT, CA	64.06	-139.39	771.0	2015/09/01	2021/04/30	Ended		2015/08/31
_US-TA	CN	DLBC	Dease Lake, BC, CA	58.44	-130.03	976.0	2016/05/27	2021/04/30	Ended	1994/09/27	2016/05/26
_US-TA	CN	HYT	Haines Jct., YT, CA	60.83	-137.51	1373.0	2015/09/01	2021/04/30	Ended		2015/08/31
_US-TA	CN	INK	Inuvik, NT, CA	68.31	-133.53	44.0	2015/04/21	2021/04/30	Ended	1992/02/27	2015/04/22
_US-TA	CN	PLBC	Pleasant Camp, BC, CA	59.45	-136.37	285.0	2016/05/19	2021/04/30	Ended		2016/10/02
_US-TA	CN	WHY	Whitehorse, YT, CA	60.66	-134.88	1273.0	2015/04/21	2021/04/30	Ended	1994/10/02	2015/04/22
_US-TA	CN	YUK3	Moose Creek, YT, CA	61.78	-140.46	2100.0	2015/09/01	2021/04/30	Ended		2015/08/31
_US-TA	CN	YUK4	Talbot Arm, YT, CA	61.43	-138.55	2009.0	2015/09/01	2021/04/30	Ended		2015/08/31
_US-TA	CN	YUK6	Outpost Mountain, YT, CA	60.94	-138.36	2233.0	2015/09/01	2021/04/30	Ended		2015/08/31
_US-TA	CN	YUK8	Steele Glacier, YT, CA	61.28	-139.76	2456.0	2016/05/27	2021/04/30	Ended	2012/09/06	2016/05/26
_US-TA	II	KDAK	Kodiak Island, Alaska, USA	57.78	-152.58	152.0	2015/02/19	2021/04/30	Ended	1997/06/08	2015/02/19
_US-TA	IU	ANMO	Albuquerque, New Mexico, USA	34.95	-106.46	1820.0	2008/08/12	2018/08/20	Ended		
_US-TA	IU	CCM	Cathedral Cave, Missouri, USA	38.06	-91.24	222.0	2011/12/06	2018/08/20	Ended		
_US-TA	IU	COLA	College Outpost, Alaska, USA	64.87	-147.86	200.0	2015/02/19	2021/04/30	Ended	1999/02/04	2015/02/19
_US-TA	IU	DWPF	Disney Wilderness Preserve, Florida, USA	28.11	-81.43	30.0	2012/02/03	2018/08/20	Ended		
_US-TA	IU	HRV	Adam Dziewonski Observatory (Oak Ridge), Massachusetts, USA	42.51	-71.56	200.0	2012/02/03	2018/08/20	Ended		
_US-TA	IU	RSSD	Black Hills, South Dakota, USA	44.12	-104.04	2090.0	2008/08/12	2018/08/20	Ended		
_US-TA	IU	SSPA	Standing Stone, Pennsylvania	40.64	-77.89	270.0	2012/02/03	2018/08/20	Ended		
_US-TA	IU	TUC	Tucson, Arizona	32.31	-110.78	910.0	2007/04/25	2018/08/20	Ended		
_US-TA	IU	WCI	Wyandotte Cave, Indiana, USA	38.23	-86.29	210.0	2011/12/06	2018/08/20	Ended		
_US-TA	IU	WVT	Waverly, Tennessee, USA	36.13	-87.83	170.0	2011/12/06	2018/08/20	Ended		
_US-TA	LD	PAL	Palisades, New York	41.01	-73.91	66.0	2012/02/03	2018/08/20	Ended		
_US-TA	NN	BEK	Beckworth, California w84	39.87	-120.36	1743.0	2005/12/24	2009/02/22	Ended		2005/12/28
_US-TA	NN	OMM	Old Mammoth Mine, California w84	37.61	-119.00	2750.0	2005/09/12	2005/09/16	Ended		
_US-TA	NN	WCN	Washoe City, Nevada w84gm	39.31	-119.76	1658.0	2006/02/25	2009/02/23	Ended	2006/02/25	
_US-TA	NY	FARO	Faro	62.23	-133.35	0.0	2015/09/01	2021/04/12	Ended		2015/08/31
_US-TA	NY	FLDN	Fort Liard, NWT	60.24	-123.48	0.0	2016/08/15	2018/05/03	Ended		2016/08/15
_US-TA	NY	MAYO	Mayo	63.60	-135.89	0.0	2015/09/01	2020/05/28	Ended		2015/08/31
_US-TA	NY	MMPY	MMPY Solar Site	62.62	-131.26	0.0	2015/09/01	2020/11/21	Ended		2015/08/31
_US-TA	NY	TGTN	Tungsten	61.53	-128.27	0.0	2015/09/01	2021/04/30	Ended		2015/08/31
_US-TA	NY	WGLY	Wrigley, NWT	63.23	-123.46	0.0	2015/09/01	2021/04/30	Ended		2015/08/31
_US-TA	NY	WTLY	Watson Lake	60.11	-128.80	0.0	2015/09/01	2021/04/30	Ended		2015/08/31
_US-TA	PO	ACTO	ACTON, ON	43.61	-80.06	360.0	2012/01/09	2013/11/14	Ended		
_US-TA	PO	ALFO	ALFRED, ON	45.63	-74.88	0.0	2012/01/09	2013/11/14	Ended		
_US-TA	PO	ALGO	Algonquin Park, ON, CA	45.95	-78.05	235.0	2012/08/07	2015/08/04	Ended		
_US-TA	PO	BANO	BANCROFT, ON	45.02	-77.93	360.0	2012/01/09	2013/11/14	Ended		
_US-TA	PO	BASO	Ashfield Ontario, ON, CANADA	44.01	-81.66	210.0	2012/01/16	2013/11/14	Ended		
_US-TA	PO	BELQ	Belleterre, QC, CA	47.40	-78.69	355.0	2012/05/14	2012/09/19	Ended		
_US-TA	PO	BMRO	Maryville Lake, ON, CANADA.A	44.60	-81.22	217.0	2012/01/16	2013/11/14	Ended		
_US-TA	PO	BRCO	BRUCE PENN., ON	44.24	-81.44	273.0	2012/01/09	2013/11/14	Ended		
_US-TA	PO	BUKO	BUCK LAKE, ON	45.44	-79.40	317.0	2012/01/21	2013/11/14	Ended		
_US-TA	PO	BWLO	Walkerton Ontario, ON, CANAD	44.12	-81.14	255.0	2012/01/16	2013/07/19	Ended		
_US-TA	PO	CHGQ	Chibougamau, QC, CA	49.91	-74.37	405.7	2012/05/14	2015/08/04	Ended		
_US-TA	PO	CLWO	COLLINGWOOD, ON	44.45	-80.30	485.0	2012/04/30	2013/11/14	Ended		
_US-TA	PO	DELO	DELORO MINE, ON	44.52	-77.62	213.0	2012/01/17	2013/11/14	Ended		
_US-TA	PO	DRCO	St. Marys Cement, ON	43.88	-78.70	84.0	2012/08/02	2013/08/30	Ended		
_US-TA	PO	DRWO	Darlington West, ON, CANADA	43.87	-78.73	59.0	2012/01/20	2013/11/14	Ended		
_US-TA	PO	ELFO	Elginfield, ON, CANADA.NADA	43.19	-81.32	298.0	2012/01/16	2013/09/25	Ended		
_US-TA	PO	KLBO	KILLBEAR, ON	45.36	-80.21	177.0	2012/01/20	2013/11/14	Ended		
_US-TA	PO	LATQ	La Tuque, Quebec, QC, CA	47.38	-72.78	163.0	2012/05/14	2015/08/04	Ended		
_US-TA	PO	LSQQ	Lebel-Sur_quevillon, QC, CA	49.06	-76.98	308.0	2012/05/14	2015/08/04	Ended		
_US-TA	PO	MATQ	Matagami, QC, CA	49.76	-77.64	280.0	2012/05/14	2015/08/04	Ended		
_US-TA	PO	MEDO	Medina,NY, NY	43.16	-78.45	190.5	2012/01/20	2013/11/14	Ended		
_US-TA	PO	ORHO	Orleans Heritage Park, ON, CA	45.46	-75.54	51.0	2012/05/14	2013/11/08	Ended		
_US-TA	PO	ORIO	Orleans, Innes Road,, ON	45.45	-75.51	74.0	2012/05/14	2014/09/25	Ended		
_US-TA	PO	PECO	PRINCE EDWARD COUNTY, ON	43.93	-76.99	92.0	2012/01/16	2013/11/14	Ended		
_US-TA	PO	PEMO	PEMBROKE, ON	45.68	-77.25	180.0	2012/02/08	2013/11/14	Ended		
_US-TA	PO	PKRO	PICKERING, ON	43.96	-79.07	197.0	2012/01/17	2013/10/02	Ended		
_US-TA	PO	PLIO	PELEE ISLAND, ON	41.75	-82.63	143.0	2012/01/16	2013/11/14	Ended		
_US-TA	PO	PLVO	PLEVNA, ON	45.04	-77.08	0.0	2012/01/20	2013/11/14	Ended		
_US-TA	PO	STCO	ST. CATHERINES, ON	43.21	-79.17	96.0	2012/01/16	2013/11/14	Ended		
_US-TA	PO	TOBO	TOBERMORY, ON	45.23	-81.52	169.0	2012/01/16	2013/11/14	Ended		
_US-TA	PO	TORO	LESLIE STREET SPIT, TORON, ON	43.61	-79.34	80.0	2012/01/16	2013/11/14	Ended		
_US-TA	PO	TYNO	TYNESIDE, ON	43.09	-79.87	205.0	2012/01/16	2013/10/28	Ended		
_US-TA	PO	WLVO	WESLEYVILLE, ON	43.92	-78.40	70.0	2012/01/17	2013/10/04	Ended		
_US-TA	TA	034A	Hebronville, TX, USA	27.06	-98.68	155.0	2010/01/08	2011/11/17	Ended	2010/01/07	2010/01/10
_US-TA	TA	035A	Encino, TX, USA	26.94	-98.10	29.0	2010/01/12	2011/11/14	Ended	2010/01/11	2010/01/19
_US-TA	TA	035Z	Hargill, TX, USA	26.46	-98.07	19.0	2010/01/09	2011/11/20	Ended	2010/01/08	2010/01/10
_US-TA	TA	058A	Arcadia, FL, USA	27.06	-81.80	15.0	2012/03/11	2013/11/09	Ended	2012/03/10	2012/03/11
_US-TA	TA	059A	Moore Haven, FL, USA	26.97	-81.14	11.0	2012/03/12	2013/11/09	Ended	2012/03/11	2012/03/15
_US-TA	TA	059Z	Ave Maria, FL, USA	26.34	-81.44	8.0	2012/03/13	2013/11/11	Ended	2012/03/12	2012/03/15
_US-TA	TA	060A	Indiantown, FL, USA	27.04	-80.36	9.0	2012/03/15	2014/02/04	Ended	2012/03/14	2012/03/15
_US-TA	TA	060Z	West Palm Beach, FL, USA	26.41	-80.56	9.0	2012/05/13	2013/11/13	Ended	2012/05/12	2012/05/14
_US-TA	TA	061Z	Ochoppi, FL, USA	25.87	-80.91	9.0	2012/05/14	2014/02/07	Ended	2012/05/13	2012/05/29
_US-TA	TA	062Z	Marathon, FL, USA	24.73	-81.05	5.0	2012/05/15	2013/11/14	Ended	2012/05/14	2012/05/29
_US-TA	TA	109C	Camp Elliot, Miramar, CA, USA	32.89	-117.11	150.0	2004/05/10	2018/08/21	Ended	2004/05/03	2004/05/11
_US-TA	TA	112A	Yuma, AZ, USA	32.54	-114.58	87.0	2007/05/06	2008/10/22	Ended	2007/05/05	2007/05/10
_US-TA	TA	113A	Mohawk Valley, Roll, AZ, USA	32.77	-113.77	118.0	2007/05/08	2008/11/30	Ended	2007/05/07	2007/05/10
_US-TA	TA	114A	Black Gap (USAF), Gila Bend, AZ, USA	32.75	-112.88	279.0	2008/02/05	2009/02/18	Ended	2008/02/04	2008/02/07
_US-TA	TA	115A	Sonoran Desert, Stanfield, AZ, USA	32.70	-112.23	606.2	2006/03/21	2008/12/04	Ended	2006/03/20	2006/03/29
_US-TA	TA	116A	Eloy, AZ, USA	32.56	-111.70	477.3	2006/03/20	2008/12/05	Ended	2006/03/19	2006/03/29
_US-TA	TA	117A	Oracle, AZ, USA	32.57	-110.74	1544.0	2007/04/06	2008/12/03	Ended	2007/04/05	2007/04/19
_US-TA	TA	118A	Homack Ranch, Wilcox, AZ, USA	32.64	-109.97	1440.0	2007/04/05	2009/01/21	Ended	2007/04/04	2007/04/19
_US-TA	TA	119A	Ashpeak Ranch, Duncan, AZ, USA	32.77	-109.30	1406.0	2007/03/11	2009/01/18	Ended	2007/03/10	2007/03/30
_US-TA	TA	120A	U Bar Ranch, Lordsburg, NM, USA	32.55	-108.63	1528.0	2008/02/03	2009/12/10	Ended	2008/02/01	2008/02/04
_US-TA	TA	121A	Cookes Peak, Deming, NM, USA	32.53	-107.79	1652.0	2008/02/13	2019/03/08	Ended	2008/02/11	2008/02/22
_US-TA	TA	122A	Conniff Cattle Co., Rinco, NM, USA	32.70	-107.00	1333.0	2008/02/01	2009/12/09	Ended	2008/01/31	2008/02/04
_US-TA	TA	123A	Bell Site, White Sands Missile Range, NM, USA	32.63	-106.26	1206.0	2008/05/14	2010/01/19	Ended	2008/05/13	2008/05/18
_US-TA	TA	124A	Stringfield Ranch, Weed, NM, USA	32.70	-105.45	2078.0	2008/02/27	2010/01/18	Ended	2008/02/26	2008/02/28
_US-TA	TA	125A	Gardner Draw, Artesia, NM, USA	32.66	-104.66	1212.0	2008/03/13	2010/02/18	Ended	2008/03/12	2008/03/30
_US-TA	TA	126A	Clayton Basin, Artesia, NM, USA	32.65	-104.02	1032.0	2008/03/15	2010/02/16	Ended	2008/03/14	2008/03/30
_US-TA	TA	127A	Arkansas Junction, Hobbs, NM, USA	32.68	-103.36	1160.0	2008/03/16	2010/03/03	Ended	2008/03/15	2008/03/30
_US-TA	TA	128A	Castleberry Farm, Seminole, TX, USA	32.62	-102.48	966.0	2009/02/06	2010/12/06	Ended	2009/02/05	2009/02/11
_US-TA	TA	129A	Stewart Farms, Lamesa, TX, USA	32.63	-101.87	876.0	2009/01/31	2010/12/07	Ended	2009/01/30	2009/02/02
_US-TA	TA	130A	Snyder, TX, USA	32.60	-100.97	676.0	2009/03/12	2011/02/09	Ended	2009/03/11	2009/03/27
_US-TA	TA	131A	Roby, TX, USA	32.67	-100.39	622.0	2009/03/14	2011/02/09	Ended	2009/03/13	2009/03/30
_US-TA	TA	133A	Hamilton Ranch, Breckenridge, TX, USA	32.61	-98.92	418.0	2009/11/12	2011/09/08	Ended	2009/11/11	2009/11/22
_US-TA	TA	134A	White-Moore Ranch, Lipan, TX, USA	32.57	-98.08	297.0	2009/11/16	2011/09/08	Ended	2009/11/15	2009/11/22
_US-TA	TA	135A	Vickery Place, Crowley, TX, USA	32.56	-97.41	270.0	2009/11/13	2011/09/09	Ended	2009/11/12	2009/11/22
_US-TA	TA	136A	Ennis, TX, USA	32.47	-96.53	113.0	2010/06/06	2012/01/19	Ended	2010/06/05	2010/06/15
_US-TA	TA	137A	Heron Place, Grand Saline, TX, USA	32.60	-95.76	141.0	2010/02/24	2012/01/22	Ended	2010/02/23	2010/03/02
_US-TA	TA	138A	Matatall Enterprise, Big Sandy, TX, USA	32.66	-95.09	143.0	2010/02/22	2012/01/29	Ended	2010/02/21	2010/03/02
_US-TA	TA	139A	Bunkhouse Ranch, Marshall, TX, USA	32.68	-94.39	59.0	2010/04/30	2012/01/24	Ended	2010/04/29	2010/05/04
_US-TA	TA	140A	Cam and Jess, Hughton, LA, USA	32.64	-93.57	56.0	2011/02/12	2012/11/10	Ended	2011/02/11	2011/02/13
_US-TA	TA	141A	Papa Simpson, Farm, Arcadia, LA, USA	32.60	-92.90	91.0	2011/02/14	2012/11/12	Ended	2011/02/13	2011/02/15
_US-TA	TA	142A	Monroe, LA, USA	32.55	-91.95	23.0	2011/02/22	2012/11/13	Ended	2011/02/21	2011/02/28
_US-TA	TA	143A	Socs Landing, Pioneer, LA, USA	32.70	-91.40	30.0	2011/02/18	2013/03/11	Ended	2011/02/17	2011/02/28
_US-TA	TA	144A	Alexander Place, Bentonia, MS, USA	32.63	-90.42	78.0	2011/03/22	2013/02/01	Ended	2011/03/21	2011/03/24
_US-TA	TA	145A	Houston Renfrow, Canton, MS, USA	32.60	-89.93	93.0	2011/03/25	2013/03/16	Ended	2011/03/24	2011/03/28
_US-TA	TA	146A	Union, MS, USA	32.64	-89.06	164.0	2011/03/23	2013/01/29	Ended	2011/03/22	2011/03/28
_US-TA	TA	147A	Livingston, AL, USA	32.67	-88.27	57.0	2011/04/10	2013/11/17	Ended	2011/04/09	2011/04/15
_US-TA	TA	148A	Greensboro, AL, USA	32.65	-87.57	63.0	2012/01/16	2013/08/07	Ended	2012/01/15	2012/01/26
_US-TA	TA	149A	Jones, AL, USA	32.60	-86.79	138.0	2012/01/17	2013/08/07	Ended	2012/01/16	2012/01/26
_US-TA	TA	150A	Eclectic, AL, USA	32.61	-86.02	145.0	2012/01/18	2013/08/09	Ended	2012/01/17	2012/01/26
_US-TA	TA	151A	Opelika, AL, USA	32.53	-85.33	211.0	2012/01/19	2013/08/09	Ended	2012/01/18	2012/01/26
_US-TA	TA	152A	Waverly Hall, GA, USA	32.67	-84.72	214.0	2012/04/03	2014/02/03	Ended	2012/04/02	2012/04/05
_US-TA	TA	153A	Fort Valley, GA, USA	32.65	-83.83	160.0	2012/03/19	2014/01/26	Ended	2012/03/18	2012/03/20
_US-TA	TA	154A	Montrose, GA, USA	32.61	-83.11	111.0	2012/03/20	2014/02/10	Ended	2012/03/19	2012/03/20
_US-TA	TA	155A	Kite, GA, USA	32.62	-82.47	93.0	2012/03/21	2014/02/07	Ended	2012/03/20	2012/03/30
_US-TA	TA	156A	Sylvania, GA, USA	32.65	-81.50	40.0	2012/04/05	2014/02/09	Ended	2012/04/04	2012/04/05
_US-TA	TA	157A	Early Branch, SC, USA	32.68	-81.00	21.0	2013/02/25	2015/01/15	Ended	2013/02/24	2013/03/04
_US-TA	TA	158A	Hollywood, SC, USA	32.74	-80.19	12.0	2013/02/24	2015/01/28	Ended	2013/02/23	2013/02/24
_US-TA	TA	214A	Organ Pipe National Monument, Ajo, AZ, USA	31.96	-112.81	543.0	2007/05/07	2018/09/07	Ended	2007/05/06	2007/06/06
_US-TA	TA	216A	Three Points, Tucson, AZ, USA	32.00	-111.46	908.0	2007/03/02	2008/12/09	Ended	2007/03/01	2007/03/08
_US-TA	TA	217A	Green Valley, AZ, USA	31.77	-110.82	1412.0	2007/03/03	2008/12/06	Ended	2007/03/02	2007/03/08
_US-TA	TA	218A	Dragoon, AZ, USA	31.97	-110.05	1486.0	2007/03/05	2009/01/20	Ended	2007/03/04	2007/03/08
_US-TA	TA	219A	White Tail Canyon, San Simon, AZ, USA	32.00	-109.26	1581.0	2007/03/10	2009/01/19	Ended	2007/03/09	2007/04/17
_US-TA	TA	220A	Playas Peak, Playas, NM, USA	31.90	-108.53	1395.0	2008/02/15	2009/12/10	Ended	2008/02/14	2008/02/22
_US-TA	TA	221A	Mesquite Ranch, Deming, NM, USA	32.01	-107.78	1277.0	2008/02/11	2010/01/18	Ended	2008/02/10	2008/02/22
_US-TA	TA	222A	Williams Family Ranch, Las Cruces, NM, USA	32.10	-107.10	1324.0	2008/02/14	2010/01/17	Ended	2008/02/13	2008/02/22
_US-TA	TA	223A	Chaparral, Anthony, NM, USA	32.01	-106.43	1232.0	2008/03/28	2010/01/15	Ended	2008/03/27	2008/03/30
_US-TA	TA	224A	Cornudas Mountain, Dell City, TX, USA	32.08	-105.52	1487.0	2008/02/28	2010/01/16	Ended	2008/02/27	2008/02/28
_US-TA	TA	225A	Deer Hill, Carlsbad, NM, USA	32.11	-104.82	1703.0	2008/03/27	2010/02/19	Ended	2008/03/25	2008/03/30
_US-TA	TA	226A	Malaga, Loving, NM, USA	32.06	-104.10	929.0	2008/03/22	2009/02/21	Ended	2008/03/21	2008/03/30
_US-TA	TA	226B	Tecolote Peak, Malaga, NM, USA	32.08	-104.17	981.0	2009/02/21	2010/02/17	Ended	2009/02/20	2009/02/26
_US-TA	TA	227A	Bennet, Jal, NM, USA	32.01	-103.29	879.0	2008/03/21	2010/02/15	Ended	2008/03/20	2008/04/03
_US-TA	TA	228A	UT Block 9, Goldsmith, TX, USA	32.12	-102.59	954.0	2009/02/10	2010/12/08	Ended	2009/02/09	2009/02/11
_US-TA	TA	229A	Bryant Ranch, Stanton, TX, USA	31.97	-101.81	804.0	2009/02/09	2010/12/09	Ended	2009/02/08	2009/02/11
_US-TA	TA	230A	Sterling City, TX, USA	31.89	-101.11	742.0	2009/03/03	2011/02/05	Ended	2009/03/02	2009/03/11
_US-TA	TA	231A	Bronte, TX, USA	31.94	-100.32	574.0	2009/03/01	2011/02/10	Ended	2009/02/28	2009/03/11
_US-TA	TA	232A	Coleman, TX, USA	31.89	-99.65	621.0	2009/03/07	2011/02/17	Ended	2009/03/06	2009/03/27
_US-TA	TA	233A	Rising Star, TX, USA	32.02	-98.90	539.0	2009/11/18	2011/10/01	Ended	2009/11/17	2009/12/22
_US-TA	TA	234A	Clairette, TX, USA	32.00	-98.14	358.0	2009/11/17	2011/10/01	Ended	2009/11/16	2009/12/22
_US-TA	TA	236A	Katherine and Luke Keathley, Corsicana, TX, USA	32.00	-96.53	118.0	2010/04/25	2012/01/20	Ended	2010/04/24	2010/05/04
_US-TA	TA	237A	Washetta, Montalba, TX, USA	32.00	-95.81	126.0	2010/02/20	2012/01/20	Ended	2010/02/19	2010/03/02
_US-TA	TA	238A	Jacksonville, TX, USA	32.00	-95.12	126.0	2010/02/22	2011/12/11	Ended	2010/02/21	2010/03/02
_US-TA	TA	239A	Gary, TX, USA	32.02	-94.47	100.0	2010/02/21	2011/12/11	Ended	2010/02/20	2010/03/02
_US-TA	TA	240A	Hunter Patterson, Mansfield, LA, USA	32.04	-93.76	119.0	2011/02/11	2012/12/01	Ended	2011/02/10	2011/02/13
_US-TA	TA	241A	Mo Tay, Goldonna, LA, USA	32.02	-92.92	59.0	2011/02/10	2012/12/01	Ended	2011/02/09	2011/02/10
_US-TA	TA	242A	Grayson, LA, USA	32.06	-92.15	57.0	2011/02/21	2012/11/13	Ended	2011/02/20	2011/02/28
_US-TA	TA	243A	Waterproof, LA, USA	31.88	-91.48	2.0	2011/02/19	2012/11/30	Ended	2011/02/18	2011/02/28
_US-TA	TA	244A	Avery, Jackson, MS, USA	32.04	-90.69	59.0	2011/03/19	2013/01/22	Ended	2011/03/18	2011/03/21
_US-TA	TA	245A	Little AP, Star, MS, USA	32.03	-89.90	104.0	2011/03/20	2013/01/20	Ended	2011/03/19	2011/03/21
_US-TA	TA	246A	Jackson Lee, Bay Springs, MS, USA	32.01	-89.13	113.0	2011/03/26	2013/02/08	Ended	2011/03/25	2011/03/28
_US-TA	TA	247A	Quitman, MS, USA	32.05	-88.61	109.0	2011/04/09	2013/01/21	Ended	2011/04/08	2011/04/15
_US-TA	TA	248A	Dixon Mills, AL, USA	32.09	-87.74	103.0	2011/04/08	2013/01/25	Ended	2011/04/07	2011/04/11
