VNET	NET	STA	SITE DESCRIPTION	LAT	LON	ELEV	START	END	STATUS	INSTALL	CERT
_US-TA	TA	J57A	Williamstown, NY, USA	43.41	-76.00	191.0	2013/08/22	2015/06/22	Ended	2013/08/21	2013/08/22
_US-TA	TA	J58A	Remsen, NY, USA	43.36	-75.29	436.0	2013/08/27	2015/08/10	Ended	2013/08/26	2013/09/03
_US-TA	TA	J59A	Piesco, NY, USA	43.46	-74.50	541.0	2013/08/27	2015/06/15	Ended	2013/08/26	2013/09/03
_US-TA	TA	J60A	Lant Hill Farm, Argyle, NY, USA	43.24	-73.42	265.0	2013/09/17	2015/08/15	Ended	2013/09/16	2013/09/22
_US-TA	TA	J61A	Chester, VT, USA	43.35	-72.55	253.0	2013/09/06	2015/09/21	Ended	2013/09/05	2013/09/09
_US-TA	TA	J62A	Henniker, NH, USA	43.23	-71.81	266.0	2013/09/07	2015/09/16	Ended	2013/09/06	2013/09/09
_US-TA	TA	J63A	Strafford, NH, USA	43.28	-71.08	142.0	2013/09/08	2015/09/16	Ended	2013/09/07	2013/09/09
_US-TA	TA	K01A	Sixes, OR, USA	42.81	-124.47	175.0	2005/12/20	2007/11/30	Ended	2005/12/19	2005/12/31
_US-TA	TA	K02A	Glendale, OR, USA	42.77	-123.49	963.0	2006/05/26	2007/11/28	Ended	2006/05/25	2006/05/29
_US-TA	TA	K04A	Chilquin, OR, USA	42.61	-121.73	1305.0	2006/05/24	2007/10/27	Ended	2006/05/23	2006/05/29
_US-TA	TA	K05A	Summer Lake, OR, USA	42.73	-120.89	1887.0	2006/07/31	2009/01/08	Ended	2006/07/30	2006/08/24
_US-TA	TA	K06A	Valley Falls, OR, USA	42.80	-120.25	1340.2	2006/01/29	2007/11/03	Ended	2006/01/28	2006/02/05
_US-TA	TA	K07A	Rock Creek Ranch, Frenchglen, OR, USA	42.69	-119.25	1407.0	2006/05/30	2008/04/07	Ended	2006/05/29	2006/06/06
_US-TA	TA	K08A	Mann Creek Ranch, Princeton, OR, USA	42.73	-118.49	1391.0	2006/06/29	2008/04/08	Ended	2006/06/28	2006/06/30
_US-TA	TA	K09A	Rome, OR, USA	42.70	-117.73	1176.0	2006/08/05	2008/04/03	Ended	2006/08/04	2006/08/08
_US-TA	TA	K10A	MacKenzie Ranch, Jordan Valley, OR, USA	42.78	-116.87	1701.0	2006/12/16	2008/07/24	Ended	2006/12/15	2006/12/18
_US-TA	TA	K11A	Parker Ranch, Bruneau, ID, USA	42.77	-116.03	914.0	2007/02/06	2008/07/23	Ended	2007/02/05	2007/02/13
_US-TA	TA	K12A	Draper Farm, Castleford, ID, USA	42.64	-114.90	1091.0	2006/12/11	2008/07/25	Ended	2006/12/10	2006/12/12
_US-TA	TA	K13A	Stover Farm, Hazelton, ID, USA	42.65	-114.08	1222.0	2006/12/15	2008/08/05	Ended	2006/12/11	2006/12/18
_US-TA	TA	K13K	Kusilvak Mountain, AK, USA	61.93	-164.66	204.2	2017/05/31	2020/09/22	Ended	2017/05/30	2017/06/05
_US-TA	TA	K14A	Jones Ranch, Declo, ID, USA	42.55	-113.18	1387.0	2006/12/28	2009/05/07	Ended	2006/12/27	2006/12/30
_US-TA	TA	K15A	Arbon, ID, USA	42.69	-112.53	1566.0	2007/07/24	2009/05/07	Ended	2007/07/23	2007/08/06
_US-TA	TA	K15K	Wolf Creek Mountain, AK, USA	62.29	-161.53	346.0	2017/05/29	2020/09/22	Ended	2017/05/28	2017/05/31
_US-TA	TA	K16A	Soda Springs, ID, USA	42.83	-111.59	1885.0	2007/07/22	2009/05/12	Ended	2007/07/21	2007/07/24
_US-TA	TA	K17A	Gardner Place, Afton, WY, USA	42.75	-110.92	1922.0	2007/11/03	2009/05/16	Ended	2007/11/02	2007/11/21
_US-TA	TA	K17K	Iditarod, AK, USA	62.72	-158.30	339.0	2017/06/03	2021/04/30	Ended	2017/06/02	2017/06/06
_US-TA	TA	K18A	Toltan Ranch, Big Piney, WY, USA	42.64	-110.04	2129.0	2007/11/06	2009/05/15	Ended	2007/11/05	2007/11/21
_US-TA	TA	K19A	Absolon Red Butte, Lander, WY, USA	42.82	-108.85	1878.0	2007/11/08	2009/10/07	Ended	2007/11/07	2007/11/21
_US-TA	TA	K20A	Yellowstone Ranch, Lander, WY, USA	42.66	-108.34	1736.0	2007/11/13	2009/10/08	Ended	2007/11/08	2007/11/21
_US-TA	TA	K20K	Telida, AK, USA	63.36	-154.07	548.0	2015/07/01	2019/10/03	Ended	2015/06/29	2015/06/28
_US-TA	TA	K21A	Alcova, Casper, WY, USA	42.63	-107.25	1960.0	2008/07/16	2010/05/15	Ended	2008/07/15	2008/08/24
_US-TA	TA	K22A	Casper, WY, USA	42.65	-106.52	1686.0	2008/07/15	2018/08/15	Ended	2008/07/14	2008/08/11
_US-TA	TA	K23A	Bowen Ranch, Douglas, WY, USA	42.75	-105.63	1612.0	2008/11/17	2010/09/09	Ended	2008/11/16	2008/11/20
_US-TA	TA	K24A	Anderson Ranch, Keeline, WY, USA	42.72	-104.82	1593.0	2008/10/24	2010/09/10	Ended	2008/10/23	2008/10/28
_US-TA	TA	K24K	Donnelly Dome, AK, USA	63.80	-145.78	724.0	2016/04/13	2019/10/16	Ended	2016/04/12	2016/04/19
_US-TA	TA	K25A	Mack Ranch, Harrison, NE, USA	42.61	-103.87	1437.0	2008/11/15	2010/10/02	Ended	2008/11/14	2008/11/16
_US-TA	TA	K26A	Motz Farm, Whitney, NE, USA	42.70	-103.18	1122.0	2008/11/15	2010/10/03	Ended	2008/11/14	2008/11/16
_US-TA	TA	K27A	Flueckinger Farm, Gordon, NE, USA	42.70	-102.24	1131.0	2008/11/16	2010/10/04	Ended	2008/11/15	2008/11/20
_US-TA	TA	K27K	Chicken, AK, USA	64.03	-142.08	732.0	2014/06/20	2019/12/18	Ended	2014/06/19	2014/08/04
_US-TA	TA	K28A	Ten Mile Ranch, Cody, NE, USA	42.71	-101.37	986.0	2009/06/03	2011/04/08	Ended	2009/06/02	2009/06/08
_US-TA	TA	K29A	Lazy Trails Angus Ranch, Wood Lake, NE, USA	42.76	-100.32	840.0	2009/06/01	2011/04/08	Ended	2009/05/31	2009/06/02
_US-TA	TA	K29M	Barlow Dome, YT, CAN	63.84	-137.52	1367.0	2016/08/21	2021/04/30	Ended	2016/08/20	2016/08/21
_US-TA	TA	K30A	Basset, NE, USA	42.67	-99.61	712.0	2009/09/19	2011/07/29	Ended	2009/09/18	2009/09/20
_US-TA	TA	K31A	O&#x27;Neill, NE, USA	42.62	-98.75	580.0	2010/08/20	2012/04/26	Ended	2010/08/19	2010/08/29
_US-TA	TA	K32A	Verdigre, NE, USA	42.66	-97.97	512.0	2010/07/19	2012/04/27	Ended	2010/07/18	2010/08/02
_US-TA	TA	K33A	Hardington, NE, USA	42.61	-97.00	507.0	2010/07/20	2012/05/12	Ended	2010/07/19	2010/08/02
_US-TA	TA	K34A	Le Mars, IA, USA	42.69	-96.10	436.0	2010/07/28	2012/04/26	Ended	2010/07/27	2010/08/02
_US-TA	TA	K35A	Storm Lake, IA, USA	42.72	-95.23	439.0	2010/07/28	2012/05/16	Ended	2010/07/27	2010/08/02
_US-TA	TA	K36A	Gilmore City, IA, USA	42.64	-94.45	364.0	2010/10/12	2012/10/23	Ended	2010/10/11	2010/10/24
_US-TA	TA	K37A	Belmond, IA, USA	42.77	-93.64	365.0	2010/10/11	2012/10/23	Ended	2010/10/10	2010/10/17
_US-TA	TA	K38A	Parkersburg, IA, USA	42.65	-92.77	306.0	2010/10/09	2012/09/11	Ended	2010/10/08	2010/10/17
_US-TA	TA	K39A	Oelwein, IA, USA	42.70	-91.89	332.0	2011/06/11	2013/06/03	Ended	2011/06/10	2011/06/13
_US-TA	TA	K40A	Colesburg, IA, USA	42.70	-91.14	274.0	2011/06/10	2013/06/01	Ended	2011/06/09	2011/06/13
_US-TA	TA	K41A	Shullsburg, WI, USA	42.61	-90.30	298.0	2011/06/19	2013/05/13	Ended	2011/06/18	2011/06/26
_US-TA	TA	K42A	Prairie Point, Evansville, WI, USA	42.78	-89.35	302.0	2011/10/14	2013/06/14	Ended	2011/10/13	2011/10/17
_US-TA	TA	K43A	Burlington, WI, USA	42.70	-88.33	264.0	2011/10/17	2013/11/27	Ended	2011/10/16	2011/10/19
_US-TA	TA	K46A	Dorr, MI, USA	42.69	-85.78	213.0	2012/09/09	2014/05/24	Ended	2012/09/08	2012/09/13
_US-TA	TA	K47A	Vremontville, MI, USA	42.67	-85.00	275.0	2012/09/10	2014/06/15	Ended	2012/09/09	2012/09/13
_US-TA	TA	K48A	Perry, MI, USA	42.80	-84.12	273.0	2012/09/15	2014/06/14	Ended	2012/09/14	2012/09/16
_US-TA	TA	K49A	Clarkson, MI, USA	42.78	-83.46	336.0	2012/10/11	2014/07/07	Ended	2012/10/10	2012/10/14
_US-TA	TA	K50A	Casco, MI, USA	42.77	-82.62	191.0	2012/10/12	2014/07/23	Ended	2012/10/11	2012/10/18
_US-TA	TA	K51A	Iona Station, ON, CAN	42.72	-81.51	217.0	2012/12/07	2014/07/29	Ended	2012/12/06	2012/12/09
_US-TA	TA	K52A	Tillsonburg, ON, CAN	42.78	-80.71	232.0	2012/12/06	2014/07/27	Ended	2012/12/05	2012/12/09
_US-TA	TA	K54A	Basiliko Farm, Boston, NY, USA	42.61	-78.69	465.0	2013/05/15	2014/10/28	Ended	2013/05/14	2013/05/22
_US-TA	TA	K55A	Perry, NY, USA	42.73	-78.07	482.0	2012/12/13	2014/10/10	Ended	2012/12/12	2012/12/20
_US-TA	TA	K56A	Middlesex, NY, USA	42.70	-77.32	575.0	2013/08/18	2015/08/16	Ended	2013/08/17	2013/08/22
_US-TA	TA	K57A	Scipio Center, NY, USA	42.73	-76.52	408.0	2013/08/21	2015/05/23	Ended	2013/08/20	2013/08/22
_US-TA	TA	K58A	Earlville, NY, USA	42.76	-75.65	509.0	2013/08/29	2015/06/07	Ended	2013/08/28	2013/09/03
_US-TA	TA	K59A	Cooperstown, NY, USA	42.77	-74.85	570.0	2013/09/15	2015/06/07	Ended	2013/09/14	2013/09/16
_US-TA	TA	K60A	Five Rivers Env. Education Center, Delmar, NY, USA	42.62	-73.89	79.0	2013/09/13	2015/06/07	Ended	2013/09/12	2013/09/16
_US-TA	TA	K61A	Williamstown, MA, USA	42.67	-73.27	391.0	2013/09/26	2015/09/25	Ended	2013/09/25	2013/09/30
_US-TA	TA	K62A	Royalston, MA, USA	42.67	-72.23	289.0	2013/09/09	2015/09/23	Ended	2013/09/08	2013/09/09
_US-TA	TA	K63A	Dunstable, MA, USA	42.69	-71.53	68.0	2013/09/08	2015/09/08	Ended	2013/09/07	2013/09/09
_US-TA	TA	KMSC	Kings Mountain, Blacksburg, SC, USA	35.14	-81.33	240.0	2008/10/15	2018/08/15	Ended	2008/10/12	2008/10/21
_US-TA	TA	KSCO	Kaye Shedlock&#x27;s, Cheyenne Wells, CO, USA	39.01	-102.63	1382.0	2008/12/03	2018/08/15	Ended	2008/12/02	2008/12/21
_US-TA	TA	L02A	Cave Junction, OR, USA	42.16	-123.60	484.6	2005/12/17	2007/11/29	Ended	2005/12/16	2006/03/26
_US-TA	TA	L02F	Cave Junction, OR, USA	42.12	-123.57	440.0	2016/05/01	2016/09/30	Ended	2016/04/29	2016/05/02
_US-TA	TA	L04A	Klamath Falls, OR, USA	42.17	-121.89	1336.0	2006/05/24	2007/10/26	Ended	2006/05/23	2006/05/29
_US-TA	TA	L05A	Lakeview, OR, USA	42.05	-120.83	1751.0	2006/06/16	2007/10/24	Ended	2006/06/15	2006/06/22
_US-TA	TA	L07A	Adell, OR, USA	42.02	-119.34	1816.0	2006/06/15	2008/04/17	Ended	2006/06/08	2006/06/21
_US-TA	TA	L08A	Fields, OR, USA	42.19	-118.34	1490.0	2006/06/19	2008/04/19	Ended	2006/06/18	2006/06/22
_US-TA	TA	L09A	Wilkinson Ranch, McDermitt, NV, USA	42.02	-117.67	1430.5	2006/04/25	2008/04/02	Ended	2006/04/24	2006/04/30
_US-TA	TA	L10A	Juniper Basin Ranch, Riddle, ID, USA	42.08	-116.47	1537.0	2007/01/10	2008/08/16	Ended	2007/01/09	2007/01/29
_US-TA	TA	L11A	Cat Creek Ranch, Riddle, ID, USA	42.17	-115.75	1511.0	2007/01/08	2008/08/14	Ended	2007/01/07	2007/01/29
_US-TA	TA	L12A	House Creek Ranch, Rogerson, ID, USA	42.15	-115.02	1756.0	2006/12/21	2008/08/08	Ended	2006/12/20	2006/12/27
_US-TA	TA	L13A	Double Diamond Ranch, Oakley, ID, USA	42.09	-113.94	1482.0	2006/12/15	2008/08/07	Ended	2006/12/12	2006/12/18
_US-TA	TA	L14A	Malta, ID, USA	42.03	-113.24	1528.0	2007/07/17	2009/05/08	Ended	2007/07/16	2007/07/24
_US-TA	TA	L14K	Kuka Creek, AK, USA	61.34	-162.68	41.0	2017/05/27	2020/09/22	Ended	2017/05/26	2017/05/31
_US-TA	TA	L15A	Malad City, ID, USA	42.00	-112.39	1645.6	2007/07/13	2009/05/05	Ended	2007/07/12	2007/07/20
_US-TA	TA	L15K	Ungalak Mountain, AK, USA	61.68	-161.49	219.0	2017/05/28	2021/04/30	Ended	2017/05/27	2017/05/31
_US-TA	TA	L16A	Fish Haven, ID, USA	42.01	-111.43	2013.0	2007/07/13	2009/05/06	Ended	2007/07/12	2007/07/17
_US-TA	TA	L16K	Owhat River, AK, USA	61.71	-159.47	227.0	2017/05/14	2020/10/08	Ended	2017/05/13	2017/05/16
_US-TA	TA	L17A	Cokeville, WY, USA	42.10	-110.87	1996.0	2007/11/04	2009/05/06	Ended	2007/11/03	2007/11/27
_US-TA	TA	L17K	Donlin, AK, USA	62.13	-158.30	338.0	2017/05/14	2020/04/30	Ended	2017/05/13	2017/05/09
_US-TA	TA	L18A	Fontenelle, Green River, WY, USA	41.92	-110.04	2051.0	2007/11/03	2009/10/17	Ended	2007/11/02	2007/11/13
_US-TA	TA	L18K	Granite Mountain, AK, USA	62.22	-156.69	329.0	2017/05/10	2019/10/03	Ended	2017/05/09	2017/05/09
_US-TA	TA	L19A	Farson, WY, USA	42.10	-109.36	2034.0	2007/10/24	2009/10/15	Ended	2007/10/23	2007/10/25
_US-TA	TA	L19K	White Mountain, AK, USA	62.18	-154.85	650.0	2015/06/20	2019/10/03	Ended	2015/06/19	2015/06/28
_US-TA	TA	L20A	Wamsutter, WY, USA	42.01	-108.34	2028.0	2007/10/26	2009/10/16	Ended	2007/10/25	2007/10/31
_US-TA	TA	L20K	Farewell, AK, USA	62.48	-153.88	673.0	2015/08/17	2019/10/03	Ended	2015/08/16	2015/09/01
_US-TA	TA	L21A	Rawlins, WY, USA	41.96	-107.37	2065.0	2007/10/31	2009/10/10	Ended	2007/10/30	2007/10/31
_US-TA	TA	L22A	Ellis Ranch, Medicine Bow, WY, USA	42.03	-106.43	2012.0	2007/11/26	2010/05/13	Ended	2007/11/25	2007/12/02
_US-TA	TA	L22K	Petersville, AK, USA	62.53	-150.77	817.0	2019/07/18	2019/10/16	Ended	2019/07/17	2019/07/21
_US-TA	TA	L23A	Garrett, WY, USA	42.11	-105.70	2153.0	2008/07/17	2010/05/14	Ended	2008/07/16	2008/08/11
_US-TA	TA	L24A	Wheatland, WY, USA	42.04	-104.93	1479.0	2008/07/13	2010/05/11	Ended	2008/07/12	2008/08/11
_US-TA	TA	L25A	Engebretsen Ranch, Morrill, NE, USA	42.15	-103.97	1379.0	2008/11/22	2010/10/07	Ended	2008/11/21	2008/12/01
_US-TA	TA	L26A	Underwood Farm, Alliance, NE, USA	42.04	-103.08	1248.0	2008/11/24	2010/10/05	Ended	2008/11/23	2008/12/01
_US-TA	TA	L26K	Log Cabin Wilderness Lodge, Tok, AK, USA	63.03	-143.35	650.0	2014/07/23	2019/09/26	Ended	2014/07/22	2014/10/22
_US-TA	TA	L27A	T5 Ranch, Ellsworth, NE, USA	42.08	-102.32	1186.0	2008/11/23	2010/10/05	Ended	2008/11/22	2008/12/01
_US-TA	TA	L27K	Beaver Creek, Northway Junction, AK, USA	63.06	-141.83	755.0	2015/03/17	2021/04/30	Ended	2014/07/24	2015/03/18
_US-TA	TA	L28A	Connealy Angus Ranch, Whitman, NE, USA	42.01	-101.52	1155.0	2009/06/05	2011/04/09	Ended	2009/06/04	2009/06/29
_US-TA	TA	L29A	Maesberg Ranch, Thedford, NE, USA	42.06	-100.48	901.0	2009/06/04	2011/04/09	Ended	2009/06/03	2009/06/08
_US-TA	TA	L29M	Grand Valley Creek, YT, CAN	63.11	-138.13	918.0	2016/07/27	2021/04/30	Ended	2016/07/26	2016/09/14
_US-TA	TA	L30A	Spencer Herefords Ranch, Brewster, NE, USA	41.95	-99.72	782.0	2009/09/07	2011/04/09	Ended	2009/09/06	2009/09/11
_US-TA	TA	L31A	Butterfield Farm, Chambers, NE, USA	42.18	-98.84	670.0	2009/09/10	2011/08/22	Ended	2009/09/09	2009/09/11
_US-TA	TA	L32A	Elgin, NE, USA	42.00	-98.01	586.0	2010/07/18	2012/04/25	Ended	2010/07/17	2010/08/02
_US-TA	TA	L33A	Hoskins, NE, USA	42.17	-97.27	556.0	2010/06/18	2012/04/30	Ended	2010/06/17	2010/07/01
_US-TA	TA	L34A	Svendsen Farm, Lyons, NE, USA	41.97	-96.38	424.0	2010/05/31	2012/04/25	Ended	2010/05/30	2010/06/01
_US-TA	TA	L35A	Bielow Farm, Ricketts, IA, USA	42.11	-95.54	410.0	2010/06/07	2012/04/26	Ended	2010/06/06	2010/06/13
_US-TA	TA	L36A	Harm Buss Farm, Glidden, IA, USA	42.10	-94.67	353.0	2010/11/07	2012/10/21	Ended	2010/11/06	2010/11/08
_US-TA	TA	L37A	Phoenix Point, Boone, IA, USA	42.12	-93.75	312.0	2010/11/08	2012/08/28	Ended	2010/11/07	2010/11/15
_US-TA	TA	L38A	Oak Wood Farm, Albion, IA, USA	42.14	-92.96	300.0	2010/11/09	2012/08/28	Ended	2010/11/08	2010/11/15
_US-TA	TA	L39A	Vinton, IA, USA	42.12	-92.00	261.0	2011/06/13	2013/06/02	Ended	2011/06/12	2011/06/13
_US-TA	TA	L40A	Anamosa, IA, USA	42.06	-91.22	242.0	2011/06/18	2013/11/27	Ended	2011/06/17	2011/06/26
_US-TA	TA	L41A	Preston, IA, USA	42.08	-90.50	238.0	2011/06/09	2013/05/13	Ended	2011/06/08	2011/06/13
_US-TA	TA	L42A	Oliver, Polo, IL, USA	42.00	-89.67	257.0	2011/11/05	2013/11/19	Ended	2011/11/04	2011/11/13
_US-TA	TA	L43A	Garden Prairie, IL, USA	42.18	-88.74	266.0	2011/09/17	2013/06/14	Ended	2011/09/16	2011/09/18
_US-TA	TA	L44A	Ryerson Woods, Lake Cnty Forest Preserve, IL, USA	42.18	-87.91	202.0	2011/10/10	2013/12/03	Ended	2011/10/09	2011/10/13
_US-TA	TA	L46A	Eue Claire, MI, USA	42.01	-86.30	223.0	2012/09/08	2014/05/27	Ended	2012/09/07	2012/09/13
_US-TA	TA	L47A	Sherwood, MI, USA	41.98	-85.20	282.0	2012/07/23	2014/03/22	Ended	2012/07/22	2012/08/01
_US-TA	TA	L48A	N Adams, MI, USA	41.94	-84.43	369.0	2012/07/21	2014/05/23	Ended	2012/07/20	2012/07/22
_US-TA	TA	L49A	Milan, MI, USA	42.11	-83.77	230.0	2012/07/20	2014/04/08	Ended	2012/07/19	2012/07/22
_US-TA	TA	L50A	Kingsville, ON, CAN	42.04	-82.81	187.0	2012/12/09	2014/07/25	Ended	2012/12/08	2012/12/09
_US-TA	TA	L53A	Girard, PA, USA	41.95	-80.26	355.0	2013/01/16	2015/05/15	Ended	2013/01/15	2013/01/22
_US-TA	TA	L54A	Sinclairville, NY, USA	42.23	-79.32	432.0	2013/03/26	2014/10/27	Ended	2013/03/25	2013/04/07
_US-TA	TA	L55A	Hinsdale, NY, USA	42.18	-78.44	633.0	2013/01/24	2014/10/14	Ended	2013/01/23	2013/01/27
_US-TA	TA	L56A	Greenwood, NY, USA	42.14	-77.56	688.0	2013/08/17	2015/06/15	Ended	2013/08/16	2013/08/22
_US-TA	TA	L57A	Andrews Acres Farm, Gillet, PA, USA	42.00	-76.85	546.0	2013/08/29	2015/05/19	Ended	2013/08/28	2013/09/03
_US-TA	TA	L58A	Harry Jones Memorial, Binghamton, NY, USA	42.04	-75.85	447.0	2013/07/03	2015/08/08	Ended	2013/07/02	2013/07/11
_US-TA	TA	L59A	Walton, NY, USA	42.19	-75.04	677.0	2013/09/03	2015/06/10	Ended	2013/09/02	2013/09/09
_US-TA	TA	L60A	Shokan, NY, USA	41.99	-74.22	388.0	2013/09/04	2015/05/28	Ended	2013/09/03	2013/09/09
_US-TA	TA	L61A	Hillsdale 1, Hillsdale, NY, USA	42.19	-73.55	275.0	2013/09/14	2015/06/06	Ended	2013/09/13	2013/09/22
_US-TA	TA	L61B	Northampton, MA, USA	42.45	-72.68	261.0	2013/09/12	2015/09/30	Ended	2013/09/09	2013/09/16
_US-TA	TA	L62A	Suffield, CT, USA	42.03	-72.66	49.0	2013/09/06	2015/06/06	Ended	2013/09/05	2013/09/30
_US-TA	TA	L63A	North Scituate, RI, USA	41.86	-71.61	109.0	2013/09/11	2015/09/17	Ended	2013/09/10	2013/09/16
_US-TA	TA	L64A	Middleborough, MA, USA	41.94	-70.84	17.0	2013/09/12	2015/09/26	Ended	2013/09/11	2013/09/16
_US-TA	TA	L65A	Cape Cod National Seashore, MA, USA	42.03	-70.05	50.0	2013/09/27	2015/09/24	Ended	2013/09/26	2013/09/30
_US-TA	TA	LAVA	Lava Cap Winery, Placerville, CA, USA	38.76	-120.74	828.0	2004/12/09	2007/12/08	Ended	2004/12/08	2005/01/30
_US-TA	TA	M01C	Crescent City, CA, USA	41.85	-124.12	38.0	2006/05/19	2007/11/16	Ended	2006/05/18	2006/05/29
_US-TA	TA	M02C	Callahan, CA, USA	41.39	-122.85	960.0	2005/06/30	2007/11/14	Ended	2005/06/29	2005/08/15
_US-TA	TA	M03C	McCloud, CA, USA	41.27	-122.12	1047.0	2005/07/13	2007/11/13	Ended	2005/07/12	2005/08/15
_US-TA	TA	M04C	Macdoel, CA, USA	41.78	-121.84	1391.0	2005/06/30	2007/10/23	Ended	2005/06/29	2005/08/15
_US-TA	TA	M05C	Lookout, CA, USA	41.36	-121.15	1333.0	2005/06/29	2007/10/09	Ended	2005/06/28	2005/06/29
_US-TA	TA	M06C	Likely Place Golf, Likely, CA, USA	41.20	-120.48	1434.0	2005/06/28	2007/10/21	Ended	2005/06/27	2005/06/29
_US-TA	TA	M07A	Soldier Meadows, NV, USA	41.39	-119.17	1400.0	2006/02/17	2008/04/15	Ended	2006/02/16	2006/03/02
_US-TA	TA	M08A	Happy Creek Ranch, Winnemucca, NV, USA	41.45	-118.38	1288.4	2006/02/15	2008/04/02	Ended	2006/02/13	2006/03/02
_US-TA	TA	M09A	Marrel Ranch, Paradise Valley, NV, USA	41.42	-117.45	1355.8	2006/04/26	2008/04/01	Ended	2006/04/25	2006/04/30
_US-TA	TA	M10A	I.L. Ranch, Tuscararo, NV, USA	41.52	-116.54	1687.4	2006/05/05	2008/08/18	Ended	2006/05/04	2006/05/07
_US-TA	TA	M11A	Holland Ranch, North Fork, NV, USA	41.43	-115.79	1849.0	2006/05/06	2008/08/11	Ended	2006/05/05	2006/05/07
_US-TA	TA	M11K	Mekoryuk, AK, USA	60.38	-166.20	3.0	2017/05/24	2020/10/08	Ended	2017/05/23	2017/05/31
_US-TA	TA	M12A	Wells, NV, USA	41.42	-114.92	1930.0	2006/05/05	2008/08/09	Ended	2006/05/04	2006/06/04
_US-TA	TA	M13A	Montello, NV, USA	41.36	-114.17	1514.0	2006/05/08	2008/08/19	Ended	2006/05/03	2006/05/15
_US-TA	TA	M13K	Dall Lake, AK, USA	60.41	-163.35	9.0	2017/05/23	2021/04/30	Ended	2017/05/22	2017/05/31
_US-TA	TA	M14A	Sheep Mountain BLM, Rosette, UT, USA	41.50	-113.35	1318.0	2007/02/10	2008/08/21	Ended	2007/02/09	2007/02/13
_US-TA	TA	M14K	Bethel, AK, USA	60.75	-161.96	19.0	2017/05/22	2020/10/08	Ended	2017/05/21	2017/05/31
_US-TA	TA	M15A	Larsen Ranch, Promontory, UT, USA	41.46	-112.45	1348.0	2007/02/12	2009/04/06	Ended	2007/02/11	2007/02/13
_US-TA	TA	M15K	Kasigluk River, AK, USA	60.69	-160.69	210.0	2017/05/21	2021/04/30	Ended	2017/05/20	2017/05/31
_US-TA	TA	M16A	Huntsville, UT, USA	41.31	-111.63	1872.0	2007/07/09	2009/04/21	Ended	2007/07/08	2007/07/19
_US-TA	TA	M16K	Timber Creek, AK, USA	61.02	-158.96	394.0	2017/05/18	2020/09/22	Ended	2017/05/11	2017/06/04
_US-TA	TA	M17A	Scullys Gap (BLM), Evanston, WY, USA	41.47	-110.67	2101.0	2007/10/31	2009/10/17	Ended	2007/10/30	2007/10/31
_US-TA	TA	M17K	Holitna River, AK, USA	61.40	-157.44	387.0	2017/05/08	2021/04/30	Ended	2017/05/07	2017/05/09
_US-TA	TA	M18A	Lyman, WY, USA	41.43	-110.07	2103.0	2007/10/27	2009/05/21	Ended	2007/10/26	2007/10/31
_US-TA	TA	M18K	Stony River, AK, USA	61.49	-155.82	289.0	2017/05/09	2021/04/30	Ended	2017/05/08	2017/05/09
_US-TA	TA	M19A	Rock Springs, WY, USA	41.50	-109.16	2080.0	2007/10/25	2009/10/14	Ended	2007/10/23	2007/10/25
_US-TA	TA	M19K	Big River Lodge, Big River, AK, USA	61.90	-154.39	521.0	2015/06/19	2019/09/09	Ended	2015/06/18	2015/06/28
_US-TA	TA	M20A	Sweetwater, Wamsutter, WY, USA	41.49	-108.19	2134.0	2007/11/02	2009/10/18	Ended	2007/11/01	2007/11/13
_US-TA	TA	M20K	Styx River, AK, USA	61.88	-153.13	1107.0	2015/06/21	2019/10/13	Ended	2015/06/20	2015/06/28
_US-TA	TA	M21A	Separation Peak, Rawlins, WY, USA	41.61	-107.36	2275.0	2007/11/01	2009/10/09	Ended	2007/10/31	2007/11/27
_US-TA	TA	M22A	Cedar Creek Ranch, Saratoga, WY, USA	41.40	-106.60	2334.0	2007/11/25	2010/05/15	Ended	2007/11/24	2007/11/27
_US-TA	TA	M22K	Willow, AK, USA	61.75	-150.12	57.0	2015/05/05	2021/04/30	Ended	2015/05/04	2015/05/11
_US-TA	TA	M23A	Laramie, WY, USA	41.47	-105.72	2166.0	2008/07/15	2010/05/13	Ended	2008/07/14	2008/08/11
_US-TA	TA	M23K	Glacier View, AK, USA	61.79	-147.73	583.0	2016/04/12	2020/04/16	Ended	2016/04/11	2016/04/19
_US-TA	TA	M24A	Cheyenne, WY, USA	41.47	-104.82	1816.0	2008/07/14	2010/05/11	Ended	2008/07/13	2008/08/11
_US-TA	TA	M24K	Tolsona, Glennallen, AK, USA	62.11	-146.18	908.0	2014/08/02	2020/07/30	Ended	2014/08/01	2014/08/18
_US-TA	TA	M25A	Palm-Egli Farm, Albin, WY, USA	41.43	-104.06	1636.0	2008/11/13	2010/10/09	Ended	2008/11/12	2008/11/16
_US-TA	TA	M26A	McRoberts Ranch, Bridgeport, NE, USA	41.47	-103.14	1348.0	2008/12/06	2010/10/08	Ended	2008/12/05	2008/12/21
_US-TA	TA	M26K	Nabesna, AK, USA	62.40	-143.00	888.0	2015/07/12	2019/10/03	Ended	2015/07/11	2015/07/15
_US-TA	TA	M27A	Reverse DX Ranch, Oshkosh, NE, USA	41.53	-102.39	1147.0	2008/12/05	2010/10/10	Ended	2008/12/04	2008/12/21
_US-TA	TA	M27K	Edge Creek, AK, USA	62.36	-141.88	1536.0	2015/07/12	2019/10/03	Ended	2015/07/11	2015/07/15
